,loss,accuracy,dice_coef_3Class,one_hot_mean_io_u_1,val_loss,val_accuracy,val_dice_coef_3Class,val_one_hot_mean_io_u_1,lr
0,0.12266907840967178,0.949801504611969,0.5805288553237915,0.5123642086982727,0.12932436168193817,0.9519678354263306,0.5853067636489868,0.5302976369857788,1e-04
1,0.06040471792221069,0.9784147143363953,0.7062097787857056,0.6959784626960754,0.0806824192404747,0.9705719947814941,0.6839076280593872,0.6711543202400208,1e-04
2,0.046488065272569656,0.983385443687439,0.76828533411026,0.7661285400390625,0.059395499527454376,0.9787896871566772,0.7147786617279053,0.7105564475059509,1e-04
3,0.04000077024102211,0.9856376647949219,0.7957316637039185,0.7950601577758789,0.04712236672639847,0.9832138419151306,0.7697349190711975,0.7818710207939148,1e-04
4,0.0345638170838356,0.987394392490387,0.8207882046699524,0.8192477226257324,0.03634404018521309,0.9868411421775818,0.7951509356498718,0.8102543354034424,1e-04
5,0.030597835779190063,0.9887420535087585,0.8378874063491821,0.8367101550102234,0.032375629991292953,0.9879962801933289,0.8255065083503723,0.8355624079704285,1e-04
6,0.028083084151148796,0.9896073341369629,0.8488418459892273,0.8484277129173279,0.03280748799443245,0.9879119992256165,0.833134651184082,0.8441032767295837,1e-04
7,0.02580263651907444,0.9903751611709595,0.8591378927230835,0.8588528633117676,0.03150239586830139,0.9883363842964172,0.8402851223945618,0.8479294180870056,1e-04
8,0.024341264739632607,0.9908348917961121,0.8663217425346375,0.865582287311554,0.025219431146979332,0.990743100643158,0.8518146276473999,0.8720624446868896,1e-04
9,0.022595608606934547,0.9914272427558899,0.8751522898674011,0.8741684556007385,0.02468862757086754,0.9909664392471313,0.8651928305625916,0.8750247359275818,1e-04
10,0.021908244118094444,0.9916775226593018,0.8793801069259644,0.876809298992157,0.029660431668162346,0.9893133044242859,0.8323293924331665,0.8576551079750061,1e-04
11,0.02097991853952408,0.9919677376747131,0.8834112286567688,0.8801590800285339,0.023556189611554146,0.991182804107666,0.8661457896232605,0.8773056864738464,1e-04
12,0.020332302898168564,0.9921821355819702,0.8848668932914734,0.8831353187561035,0.02329510822892189,0.9913600087165833,0.8674417734146118,0.8832681775093079,1e-04
13,0.019500745460391045,0.9925088286399841,0.8903896808624268,0.8877245783805847,0.028394702821969986,0.9896682500839233,0.859545886516571,0.8699819445610046,1e-04
14,0.019404925405979156,0.9925163388252258,0.8917677998542786,0.8890153765678406,0.01948373205959797,0.9924538731575012,0.89162677526474,0.8930318355560303,1e-04
15,0.018209723755717278,0.9929195642471313,0.8956526517868042,0.8937804102897644,0.021396838128566742,0.991847038269043,0.8834356665611267,0.8871031403541565,1e-04
16,0.018047397956252098,0.9929850101470947,0.8977867364883423,0.894585371017456,0.021828515455126762,0.9917601346969604,0.8835980296134949,0.8900970816612244,1e-04
17,0.01739358901977539,0.9931976199150085,0.900568425655365,0.8971981406211853,0.021800557151436806,0.9915527701377869,0.8876124620437622,0.8909506797790527,1e-04
18,0.01595761626958847,0.993689775466919,0.9075286984443665,0.9043756127357483,0.017928773537278175,0.9930109977722168,0.8995084166526794,0.9035129547119141,1e-05
19,0.015705648809671402,0.9937729239463806,0.909254789352417,0.9053999781608582,0.01780945435166359,0.9930912256240845,0.8975632786750793,0.9039680361747742,1e-05
20,0.015518085099756718,0.9938284754753113,0.9107242226600647,0.906431257724762,0.017730461433529854,0.9931025505065918,0.8989698886871338,0.9041141867637634,1e-05
21,0.015501365065574646,0.9938379526138306,0.9101445078849792,0.9055809378623962,0.017007622867822647,0.9933363795280457,0.8985155820846558,0.906130850315094,1e-05
22,0.015337590128183365,0.9938881993293762,0.9120519161224365,0.9066680073738098,0.018392717465758324,0.9929065108299255,0.8990827798843384,0.9020814299583435,1e-05
23,0.015325420536100864,0.993903398513794,0.9099768400192261,0.9071101546287537,0.017963362857699394,0.9930092096328735,0.8981316089630127,0.9045389294624329,1e-05
24,0.015199563466012478,0.9939484596252441,0.9116624593734741,0.9076618552207947,0.017586439847946167,0.9931315183639526,0.9008786082267761,0.9051812291145325,1e-05
25,0.015224510803818703,0.9939355254173279,0.9113928079605103,0.9075681567192078,0.01733073592185974,0.9932189583778381,0.9055824279785156,0.9063429832458496,1e-06
26,0.015035000629723072,0.9940005540847778,0.9120315313339233,0.9084674715995789,0.01708103157579899,0.9933050870895386,0.9018908143043518,0.9076407551765442,1e-06
27,0.015123635530471802,0.9939712882041931,0.9114178419113159,0.907860279083252,0.017190266400575638,0.9932297468185425,0.9033783674240112,0.9059100151062012,1e-06
28,0.015033612959086895,0.9939989447593689,0.9135789275169373,0.909123420715332,0.01722319982945919,0.9932613968849182,0.9019224047660828,0.9076983332633972,1e-06
29,0.015079018659889698,0.9939880967140198,0.911742627620697,0.9085434079170227,0.017549095675349236,0.9931291341781616,0.9022459983825684,0.9053928256034851,1e-06
30,0.015095703303813934,0.9939931035041809,0.9123216271400452,0.9087390899658203,0.017188673838973045,0.9933048486709595,0.9029901027679443,0.90655517578125,1e-06
31,0.015066700987517834,0.9939872026443481,0.912771463394165,0.9088866710662842,0.016901645809412003,0.9933338761329651,0.9047485589981079,0.9072275757789612,1e-06
32,0.015049992129206657,0.9940102696418762,0.9122808575630188,0.908729076385498,0.016979025676846504,0.9933316111564636,0.9046011567115784,0.9072888493537903,1e-06
33,0.015108604915440083,0.9939646124839783,0.9127070307731628,0.9083924293518066,0.017242921516299248,0.9932339191436768,0.902563214302063,0.9064105153083801,1e-06
34,0.014949570409953594,0.9940358400344849,0.9115970134735107,0.9090374112129211,0.01717807911336422,0.9932714700698853,0.9010226726531982,0.906500518321991,1e-06
35,0.015069624409079552,0.9939985871315002,0.9131144285202026,0.9085819721221924,0.016806254163384438,0.9933921098709106,0.9039847254753113,0.907446563243866,1e-06
36,0.014979767613112926,0.9940135478973389,0.9137304425239563,0.9090755581855774,0.016951844096183777,0.993385374546051,0.9053841829299927,0.907950222492218,1e-06
37,0.015047633089125156,0.9940007328987122,0.9118257164955139,0.9082546830177307,0.017157889902591705,0.9932757019996643,0.9061077833175659,0.9069530367851257,1e-06
38,0.0149994483217597,0.994019627571106,0.913465678691864,0.9092966914176941,0.016949864104390144,0.9933497905731201,0.9041213393211365,0.9080703258514404,1e-06
39,0.01496920082718134,0.9940326809883118,0.9124712944030762,0.9087038636207581,0.01708478108048439,0.9933013319969177,0.9057334661483765,0.9066705703735352,1e-06
40,0.01499114278703928,0.9940184354782104,0.9138368368148804,0.9090536236763,0.016886044293642044,0.9933443069458008,0.9047423005104065,0.9067962169647217,1e-06
41,0.014966822229325771,0.9940316081047058,0.912532389163971,0.909372091293335,0.01745116524398327,0.9931710958480835,0.9043452143669128,0.9057015776634216,1e-06
42,0.014941157773137093,0.9940409064292908,0.9120097756385803,0.9091918468475342,0.017155678942799568,0.9932686686515808,0.903941810131073,0.9068322777748108,1e-06
43,0.014992567710578442,0.9940086603164673,0.9123737812042236,0.9089155793190002,0.01684945449233055,0.9933906197547913,0.9067491888999939,0.9079871773719788,1e-06
44,0.014873896725475788,0.9940630793571472,0.912668764591217,0.9095358848571777,0.0173778273165226,0.9931800365447998,0.901642382144928,0.9060614109039307,1e-06
45,0.014983848668634892,0.9940144419670105,0.9126402139663696,0.908905029296875,0.016764327883720398,0.9934109449386597,0.9050799012184143,0.9088314175605774,1e-06
46,0.014934299513697624,0.994033932685852,0.9135234355926514,0.9093177914619446,0.017377464100718498,0.9931756258010864,0.9030736088752747,0.9070305824279785,1e-06
47,0.014880774542689323,0.994061291217804,0.9129471778869629,0.9095798134803772,0.017200535163283348,0.9932577610015869,0.90621417760849,0.9060483574867249,1e-06
48,0.014986508525907993,0.9940285086631775,0.9130104780197144,0.909084141254425,0.016919752582907677,0.9933632612228394,0.8999608159065247,0.9079267382621765,1e-06
49,0.014939526095986366,0.9940374493598938,0.9135749340057373,0.9092205166816711,0.01739397831261158,0.9931644201278687,0.9018409848213196,0.9065000414848328,1e-06
